id,name,description,short_description,founded_on,operating_status,company_type,num_employees_enum,rank_org,rank_org_company,rank_delta_d7,rank_delta_d30,rank_delta_d90,linkedin,semrush_visits_latest_month,semrush_visits_latest_6_months_avg,semrush_visits_mom_pct,semrush_bounce_rate,semrush_visit_duration,semrush_visit_pageviews,semrush_global_rank,funding_total_usd,equity_funding_total_usd,last_equity_funding_total_usd,num_funding_rounds,last_funding_total_usd,last_equity_funding_type,num_investors,funding_stage,last_funding_type,ipo_status,stock_symbol,ipo_valuation_usd,ipo_amount_raised_usd,categories,locations,city,region,country,num_founders,founders,acquisition_status,num_acquisitions,ipqwery_num_patent_granted,ipqwery_num_trademark_registered,hub_tags,num_org_similarities,is_hub_tag_present,has_siftery_profile,is_num_founders_missing,has_website_traffic,semrush_bounce_rate_missing,semrush_visit_duration_missing,semrush_visit_pageviews_missing,semrush_global_rank_missing,has_funding_total_usd,has_equity_funding_total_usd,has_last_equity_funding_total_usd,has_last_funding_total_usd,has_num_funding_rounds,has_last_funding_at,has_ipqwery_num_patent_granted,has_ipqwery_num_trademark_registered
feb8d007-c58b-45f8-bf42-4a31256fc0d4,Glean,"Glean develops an AI-based search engine software that connects enterprise data and generates answers through a tool in any company. It provides an AI assistant and enterprise search platform called Workplace Search that connects to internal data sources to help employees find information and answer questions. 

The platform uses advanced search, retrieval, augmented generation, and large language models to generate personalized answers grounded in.",Glean develops an AI-based search engine software that connects enterprise data and generates answers to improve workplace efficiency.,2019-01-01,active,for_profit,501-1000,99,73,0.5,-2.2,-3.1,https://www.linkedin.com/company/gleanwork,1917236.0,1299302.5,0.36759728397369,0.4518,430.0,3.1013,28832.0,768200000.0,768200000.0,150000000.0,6.0,150000000.0,series_f,30.0,late_stage_venture,series_f,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Enterprise Software,Generative AI,Machine Learning,Search Engine","Palo Alto,California,United States,North America",Palo Alto,California,United States,6.0,"Arvind Jain,Piyush Prahladka,Prafful Goel,Sharvanath Pathak,Tony Gentilcore,TR Vishwanath",Independent,0.0,10.0,9.0,unicorn,304.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
77575225-3213-4164-9f9b-c22a973ce7f2,Metsera,Metsera is a biotechnology company that develops and manufactures therapies. The company's focus is on nutrient-stimulated hormone therapies for obesity and related conditions. Its portfolio includes both injectable and oral therapeutic candidates.,Metsera is a clinical‐stage biotech firm developing oral & injectable hormone therapies to treat obesity & related metabolic diseases.,2022-01-01,active,for_profit,51-100,113,85,0.5,4.8,9.4,https://www.linkedin.com/company/metsera,26709.0,25095.6666666667,-0.604750277469478,0.6062,789.0,2.8748,873284.0,505000000.0,505000000.0,215000000.0,3.0,215000000.0,series_b,17.0,m_and_a,series_b,public,MTSR,1679040000.0,316200000.0,"Biopharma,Health Care,Medical,Pharmaceutical","New York,New York,United States,North America",New York,New York,United States,1.0,Whit Bernard,Acquired,0.0,0.0,0.0,unknown,10.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
0b9d551e-c67a-4eed-9ede-caa17010279f,Suno,Suno is a music start-up that enables anyone to make the songs they want. The company aims to help people rediscover the joy of play and exploration.,Suno is a music start-up that enables anyone to make the songs they want.,2022-01-01,active,for_profit,11-50,131,102,-0.2,3.4,3.8,https://www.linkedin.com/company/suno-ai,67846385.0,52481495.6666667,0.446018797967196,0.4676,1050.0,5.6431,614.0,125000000.0,125000000.0,125000000.0,2.0,125000000.0,series_b,6.0,early_stage_venture,series_b,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Music","Cambridge,Massachusetts,United States,North America",Cambridge,Massachusetts,United States,4.0,"Georg Kucsko,Keenan Freyberg,Martin Camacho,Mikey Shulman",Acquirer,1.0,0.0,0.0,emerging_unicorn,70.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
e05124db-8c36-4c20-a8ff-ab02df23f391,Cipher Mining,"Cipher Mining is an industrial-scale Bitcoin mining company dedicated to expanding and strengthening the Bitcoin network's critical infrastructure. Its goal is to be the leading Bitcoin mining company in the United States. Cipher Mining aims to leverage best-in-class technology, market-leading power purchase arrangements, and a seasoned, dedicated senior management team to become the market leader in Bitcoin mining.",Cipher Mining is an industrial-scale Bitcoin mining company dedicated to expanding and strengthening the Bitcoin network's infrastructure.,2020-01-01,active,for_profit,11-50,132,103,-0.7,7.2,9.7,https://www.linkedin.com/company/cipher-mining,29110.0,14430.0,0.126896872096624,0.4424,195.0,3.1047,816270.0,3125000000.0,475000000.0,0.0,6.0,1400000000.0,post_ipo_equity,5.0,ipo,post_ipo_debt,public,CIFR,2000000000.0,595000000.0,"Bitcoin,Blockchain,Cryptocurrency","Rye,New York,United States,North America",Rye,New York,United States,1.0,Tyler Page,Independent,0.0,0.0,2.0,unknown,49.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0
a30619c6-6a97-45fb-8e0c-bdb8f8bfcc96,Character.ai,"Character.ai provides open-ended conversational applications in which users create characters and converse with them. The company aims to create dialogue agents with a broad range of uses in entertainment, instruction, general question-answering, and other areas. The business specializes in neural language models, which can be used as tools for creativity, idea generation, language learning, and a variety of other tasks. Users can access dialogue agents that are propelled by in-house technology.",Character.ai provides open-ended conversational applications in which users create characters and converse with them.,2021-11-01,active,for_profit,51-100,166,131,-0.4,0.6,0.0,https://www.linkedin.com/company/character-ai,144034264.0,128529903.0,0.203452126770666,0.4723,998.0,4.3477,264.0,150080000.0,150080000.0,150000000.0,2.0,150000000.0,series_a,5.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Apps,Artificial Intelligence (AI),Generative AI,Information Technology,Mobile Apps,Software","Menlo Park,California,United States,North America",Menlo Park,California,United States,2.0,"Daniel De Freitas,Noam Shazeer",Independent,0.0,0.0,7.0,unicorn,38.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
4cc0f3fc-04e2-499e-9b9c-803bdefd9c4c,Bullish,"Bullish is a regulated and audited global cryptocurrency exchange that allows users to securely buy, sell, and trade digital assets. The platform is designed with an emphasis on institutional finance, offering market infrastructure and information services in the cryptocurrency sector.","Bullish is a regulated and audited global cryptocurrency exchange that allows users to securely buy, sell, and trade digital assets.",2018-05-01,active,for_profit,251-500,188,150,-0.1,3.2,7.0,https://www.linkedin.com/company/bullishinc,25117.0,59603.5,-0.535085608514577,0.5312,285.0,2.638,916469.0,21200000.0,0.0,0.0,2.0,21200000.0,seed,2.0,ipo,post_ipo_secondary,public,BLSH,5408660000.0,1110000000.0,"Cryptocurrency,Financial Services,FinTech,Information Technology","San Francisco,California,United States,North America",San Francisco,California,United States,1.0,Erika Herrera,Independent,0.0,0.0,0.0,unknown,325.0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
06848676-bbc8-4498-86f7-b8e6f01e3ba5,Sublime Security,"Sublime Security is the adaptive, AI-powered cloud email security platform that combines effectiveness with visibility and control. The open platform allows security teams to have transparency and flexibility in their email environment to spend less time on email-originated incidents. Advanced teams can customize detections, threat hunt, extend Sublime into their SIEM or SOAR, and collaborate with other teams.",Sublime Security develops an email security platform to write and run custom detection and response rules to block phishing attacks.,2019-01-01,active,for_profit,51-100,246,191,-0.5,9.4,9.7,https://www.linkedin.com/company/18805347,37228.0,22989.5,0.503797059298756,0.5739,765.0,3.9709,673621.0,239800000.0,239800000.0,150000000.0,4.0,150000000.0,series_c,19.0,late_stage_venture,series_c,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Cyber Security,Network Security,PaaS,Security","Washington,District of Columbia,United States,North America",Washington,District of Columbia,United States,2.0,"Ian Thiel,Joshua Kamdjou",Independent,0.0,0.0,0.0,unknown,13.0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7a053e4a-80bc-41e5-9f2c-5db8415ba59f,Windsurf,"Windsurf offers an AI coding assistant designed to enhance developers' productivity. The platform features an integrated development environment that simplifies coding tasks and streamlines workflows. It supports multiple operating systems, including Mac, Windows, and Linux, making it accessible to a wide range of users. 

Windsurf provides a free version for individual developers, while teams can access additional features through an enterprise offering. This flexibility allows users to choose the option that best suits their needs. 

By focusing on usability and functionality, Windsurf aims to improve its users' overall coding experience.",Windsurf provides an AI coding assistant and an integrated development environment for developers.,2021-01-01,active,for_profit,101-250,260,202,-0.1,-1.5,-5.6,https://www.linkedin.com/company/windsurf,2803235.0,2760217.0,0.0635520571348572,0.3966,482.0,4.8717,20637.0,243000000.0,243000000.0,150000000.0,4.0,150000000.0,series_c,10.0,m_and_a,series_c,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Enterprise Applications,Information Technology,Machine Learning,Software","Mountain View,California,United States,North America",Mountain View,California,United States,2.0,"Douglas Chen,Varun Mohan",Acquired,0.0,0.0,2.0,exited_unicorn,173.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
ee7174db-9fff-4c2d-adb2-57373112866a,ShopMy,"ShopMy is a creator-centric ecosystem that links top brands with influential creators to facilitate partnerships. The platform offers tools for creating digital shops, managing affiliate links, and building brand relationships, enabling creators to monetize their content effectively.",ShopMy connects brands and creators for seamless partnership and monetization.,2020-06-15,active,for_profit,51-100,270,210,-0.6,8.9,7.7,https://www.linkedin.com/company/shop-my-shelf,6392998.0,4990441.66666667,0.191191626141978,0.6124,408.0,2.743,9526.0,175000000.0,175000000.0,70000000.0,5.0,70000000.0,series_c,23.0,late_stage_venture,series_c,private,N/A,0.0,0.0,"Advertising Platforms,Brand Marketing,Content Creators,Digital Marketing","Holden,Massachusetts,United States,North America",Holden,Massachusetts,United States,3.0,"Christopher Tinsley,Harry Rein,Tiffany Lopinsky",Independent,0.0,0.0,1.0,unicorn,11.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
8cb324b0-7f3e-4b08-8814-f26ffe2480d8,Cyera,"Cyera is a data security company that gives businesses deep context on their data, applying proper, continuous controls to assure cyber-resilience and compliance. Cyera takes a data-centric approach to security across your data landscape, empowering security teams to know where their data is, and what exposes it to risk, and take immediate action to remediate exposures. Backed by leading investors, including Sequoia, Accel, Cyberstarts, and Redpoint Ventures, Cyera is redefining how companies secure data in the cloud.",Cyera is an AI-powered data security platform that gives enterprises deep context on their data to assure cyber-resilience and compliance.,2021-01-01,active,for_profit,501-1000,273,213,4.2,3.0,-1.2,https://www.linkedin.com/company/cyera,41825.0,38791.1666666667,0.668927816128646,0.4584,311.0,3.2338,615390.0,1304500000.0,1304500000.0,540000000.0,6.0,540000000.0,series_e,14.0,late_stage_venture,series_e,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Cloud Data Services,Cyber Security,Network Security","New York,New York,United States,North America",New York,New York,United States,2.0,"Tamar Bar-Ilan,Yotam Segev",Acquirer,3.0,0.0,1.0,unicorn,284.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
5a3d1a9f-c934-4c1c-aab2-5e0db7e1ede8,Lava,Lava is a bitcoin lending platform that offers a self-custodial wallet for managing bitcoin finances.,Lava is a bitcoin lending platform that offers a self-custodial wallet for managing bitcoin finances.,2021-05-13,active,for_profit,1-10,274,214,-0.7,6.7,7.2,https://www.linkedin.com/company/lavaxyz,7064.0,3416.83333333333,3.16263995285798,0.3236,173.0,2.7987,2401128.0,227500000.0,27500000.0,17500000.0,3.0,200000000.0,series_a,41.0,early_stage_venture,debt_financing,private,N/A,0.0,0.0,"Bitcoin,Financial Services,Lending","New York,New York,United States,North America",New York,New York,United States,1.0,Shehzan Maredia,Independent,0.0,0.0,0.0,unknown,224.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
35827dde-a8c7-4baa-b380-045ac8c2af74,Vivo,Vivo offers an online and interactive fitness program designed specifically for seniors. Seniors can do it all from home on their laptop or mobile device with a live certified trainer.,Vivo offers an online and interactive fitness program designed specifically for seniors.,2019-01-01,active,for_profit,1-10,280,219,0.1,0.0,6.9,https://www.linkedin.com/company/team-vivo,398.0,766.0,-0.702985074626866,0.3015,437.0,1.6985,10340617.0,1100000.0,1100000.0,0.0,2.0,0.0,seed,1.0,seed,seed,private,N/A,0.0,0.0,"Elderly,Fitness,Health Care,Wellness","Atlanta,Georgia,United States,North America",Atlanta,Georgia,United States,1.0,Eric Levitan,Independent,0.0,0.0,0.0,unknown,10.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
00275698-ca04-42a3-9c08-f921ebb6ac61,EvenUp,"EvenUp develops artificial intelligence software that automates the preparation of legal demand packages for personal injury cases. The company’s platform reviews medical records, police reports, and other case documents to generate detailed settlement demands that reflect the full impact of injuries and losses. EvenUp’s technology assists law firms by identifying relevant case details, calculating damages, and drafting comprehensive narratives that support fair compensation outcomes. Its system streamlines repetitive administrative tasks, helping legal professionals focus on strategy and advocacy rather than document assembly. Through this process, EvenUp helps standardize and improve the accuracy of settlement documentation within personal injury law practices.",EvenUp is a legal tech company developing AI software that automates the preparation of legal demand packages for personal injury cases.,2019-01-01,active,for_profit,501-1000,307,242,-0.9,-3.1,7.8,https://www.linkedin.com/company/evenup,45007.0,26998.1666666667,1.11240964986389,0.831,276.0,1.4473,581356.0,370500000.0,370500000.0,150000000.0,6.0,150000000.0,series_e,24.0,late_stage_venture,series_e,private,N/A,0.0,0.0,"Artificial Intelligence (AI),FinTech,Legal,Legal Tech,Software","San Francisco,California,United States,North America",San Francisco,California,United States,3.0,"Rami Karabibar,Raymond Mieszaniec,Saam Mashhad",Independent,0.0,0.0,0.0,unicorn,210.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
4f26fd0b-9827-4ac6-b81b-695d0be91124,Sierra,"Sierra provides a platform that builds and manages conversational AI agents for businesses. The agents are deployed on multiple channels, including voice, to answer customer questions and solve problems. The platform allows companies to ground an agent with their own knowledge and processes.",Sierra provides a platform that builds and manages conversational AI agents for customer experiences.,2023-01-01,active,for_profit,251-500,309,244,0.0,1.7,8.2,https://www.linkedin.com/company/sierra,164178.0,93664.1666666667,0.709760059985004,0.5902,395.0,2.1484,213057.0,635000000.0,635000000.0,350000000.0,3.0,350000000.0,series_unknown,6.0,Unknown,series_unknown,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Enterprise Software,SaaS","San Francisco,California,United States,North America",San Francisco,California,United States,2.0,"Bret Taylor,Clay Bavor",Independent,0.0,0.0,0.0,unicorn,317.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
c14ca87f-5786-4193-a4a1-db0673c199ca,Flex,"Flex is a financial technology company that offers an end-to-end finance platform that integrates business and personal finance management. Their services include business banking with zero monthly fees, 1% cashback on eligible purchases, and high-yield accounts with up to 2.99% APY on idle cash. They provide a business credit card featuring 0% interest for 60 days on eligible purchases, unlimited cashback, and flexible rewards. Flex also offers accounts payable automation with features like fraud prevention, AI-powered bill scanning, and real-time payment tracking. Additionally, their platform supports global payments across over 180 countries in 32 currencies, catering to businesses with international operations.",Flex is a financial technology company that offers an end-to-end finance platform that integrates business and personal finance management.,2022-01-01,active,for_profit,51-100,321,253,0.0,5.1,3.3,https://www.linkedin.com/company/flex-super-app,61322.0,27983.6666666667,1.36819340387735,0.6376,401.0,2.9346,457093.0,348000000.0,48000000.0,25000000.0,8.0,200000000.0,series_a,27.0,early_stage_venture,debt_financing,private,N/A,0.0,0.0,"Banking,Credit Cards,FinTech,Insurance,Payments","Miami,Florida,United States,North America",Miami,Florida,United States,2.0,"Hadi Solh,Zaid Rahman",Acquirer,1.0,0.0,0.0,unknown,142.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
